0.484375	0.773958	0.531984	0.205503
0.584375	0.66875	0.511022	0.150339
0.717969	0.483333	0.470938	0.081152
0.397656	0.516667	0.483074	0.250381
0.302344	0.508333	0.483442	0.311154
0.190625	0.517708	0.493003	0.378471
0.182812	0.669792	0.523525	0.397171
0.139062	0.741667	0.536029	0.451399
0.351562	0.775	0.536029	0.27656
0.553906	0.802083	0.535293	0.163429
0.654688	0.80625	0.528674	0.112941
0.632031	0.617708	0.500358	0.112941
0.598437	0.50625	0.487487	0.128835
0.535937	0.377083	0.467629	0.152209
0.442187	0.228125	0.449609	0.196153
0.317187	0.217708	0.448506	0.264405
0.2	0.219792	0.448506	0.321438
0.404687	0.196875	0.448874	0.212982
0.55625	0.214583	0.453287	0.1466
0.714063	0.213542	0.45439	0.078347
0.772656	0.145833	0.454022	0.0325336
0.797092	0.340625	0.47388	0.0203792
0.796623	0.463655	0.491164	0.0222491
0.784888	0.587905	0.510654	0.0446882
0.634375	0.697917	0.5261	0.12977
0.5125	0.723958	0.537867	0.198958
0.376563	0.728125	0.539338	0.28217
0.446875	0.558333	0.509919	0.222332
0.603125	0.498958	0.4919	0.14473
0.49375	0.395833	0.481971	0.202698
0.36875	0.3625	0.476822	0.26534
0.532031	0.307292	0.469467	0.172779
0.640625	0.352083	0.473513	0.126965
0.479688	0.679167	0.534558	0.225137
