0.145313	0.697917	0.530145	0.28965
0.365625	0.816667	0.544855	0.151274
0.478125	0.840625	0.544855	0.0736722
0.379687	0.684375	0.51948	0.132575
0.182031	0.661458	0.51948	0.261601
0.149219	0.51875	0.49668	0.27843
0.146094	0.544792	0.497416	0.28591
0.517818	0.508286	0.491164	0.0652576
0.601562	0.397917	0.468364	0.0147693
0.434375	0.354167	0.466158	0.112006
0.25	0.348958	0.465054	0.212047
0.189844	0.294792	0.454758	0.244771
0.26875	0.164583	0.436371	0.169974
0.5875	0.11875	0.430119	0.024119
0.675781	0.139583	0.430119	2.48223e-05
0.714063	0.321875	0.463583	2.48223e-05
0.723437	0.504167	0.48528	2.48223e-05
0.73125	0.65	0.509919	2.48223e-05
0.677344	0.7375	0.5261	0.0175742
0.55625	0.726042	0.527203	0.0886317
0.448438	0.702083	0.527203	0.153144
0.25625	0.679167	0.527203	0.27656
0.165625	0.758333	0.545222	0.341073
0.20625	0.853125	0.563242	0.323308
0.25625	0.870833	0.562874	0.275625
0.496067	0.913057	0.563977	0.178389
0.594531	0.90625	0.563977	0.100786
0.698049	0.922134	0.563977	0.0400134
0.823438	0.96875	0.563609	2.48223e-05
0.839063	0.907292	0.545222	2.48223e-05
0.664062	0.7125	0.517274	0.0839569
0.530866	0.66145	0.512861	0.153144
0.340625	0.638542	0.509919	0.273755
0.278906	0.546875	0.494842	0.302739
0.477344	0.492708	0.482706	0.185868
0.532812	0.46875	0.482706	0.13351
0.679688	0.44375	0.474616	0.0680625
0.759375	0.311458	0.458435	0.0390785
0.689062	0.229167	0.448874	0.0671275
0.55	0.258333	0.448874	0.138185
0.386719	0.278125	0.449241	0.231682
0.245312	0.366667	0.46579	0.292455
0.301562	0.505208	0.489325	0.27656
0.410156	0.515625	0.490429	0.207372
0.510156	0.534375	0.493371	0.14286
0.588281	0.54375	0.493003	0.110136
0.675781	0.547917	0.493371	0.0568428
0.728125	0.675	0.509919	0.0465582
0.65625	0.73125	0.520216	0.0727373
0.576563	0.748958	0.524261	0.112006
0.371094	0.805208	0.5375	0.258796
0.248437	0.561458	0.4919	0.316764
0.271875	0.535417	0.484912	0.298999
0.321875	0.360417	0.45439	0.241966
0.371875	0.2625	0.441887	0.210177
0.423438	0.157292	0.429751	0.174649
0.507812	0.153125	0.42828	0.132575
0.580469	0.133333	0.42828	0.0942416
0.672656	0.141667	0.429383	0.0615176
0.691406	0.217708	0.438577	0.0549729
0.702344	0.330208	0.456964	0.0502981
0.696094	0.423958	0.468364	0.0502981
0.682813	0.461458	0.47388	0.0615176
0.585938	0.522917	0.484177	0.115746
0.515625	0.578125	0.492635	0.153144
0.382031	0.68125	0.513596	0.248511
0.334375	0.765625	0.525732	0.2803
0.428125	0.872917	0.545222	0.225137
0.476431	0.883321	0.544855	0.191478
0.535937	0.896875	0.545222	0.159689
0.589063	0.9125	0.544855	0.121355
0.659375	0.919792	0.54228	0.0876967
0.708594	0.901042	0.536029	0.0643226
0.8	0.894792	0.529409	0.0194441
0.851649	0.840625	0.519848	2.48223e-05
0.857371	0.759375	0.508448	2.48223e-05
0.856499	0.715625	0.501829	2.48223e-05
0.852022	0.629243	0.486384	0.000744786
0.842969	0.51875	0.475719	0.00541972
0.850781	0.515625	0.474616	2.48223e-05
0.83125	0.44375	0.463216	0.0147693
0.827344	0.244792	0.437841	0.0175742
0.811719	0.165625	0.421293	0.0362736
0.609375	0.111458	0.419822	0.110136
0.555469	0.120833	0.42019	0.13725
0.451562	0.120833	0.42019	0.179323
0.353125	0.151042	0.42019	0.227007
0.25625	0.161458	0.42019	0.2803
0.159375	0.203125	0.421661	0.340138
0.0625	0.330208	0.448138	0.40465
0.152344	0.567708	0.488222	0.387821
0.116406	0.914583	0.562874	0.439244
0.0914062	0.945833	0.570229	0.458879
0.0984375	0.917708	0.565816	0.439244
0.207031	0.878125	0.546693	0.369122
0.319531	0.7375	0.520584	0.298064
0.339844	0.755208	0.520584	0.27095
0.45	0.744792	0.520584	0.209242
0.525	0.779167	0.523525	0.167169
0.589063	0.820833	0.526467	0.132575
0.635938	0.797917	0.523158	0.106396
0.664844	0.74375	0.511758	0.0895666
0.770312	0.61875	0.48859	0.0428183
0.7875	0.5375	0.474248	0.0362736
0.8125	0.408333	0.456964	0.0287938
0.833594	0.2	0.4349	0.0157043
0.829687	0.203125	0.4349	0.0194441
0.780469	0.251042	0.437841	0.0400134
0.689844	0.270833	0.440048	0.0755421
0.5625	0.373958	0.454022	0.13538
0.523438	0.38125	0.456229	0.160624
0.473437	0.46875	0.470938	0.188673
0.455405	0.529166	0.478293	0.200828
0.432813	0.594792	0.493371	0.212047
0.435156	0.682292	0.506242	0.213917
0.442187	0.741667	0.516538	0.213917
0.471875	0.810417	0.529042	0.193348
0.546875	0.823958	0.529042	0.1466
0.663281	0.63125	0.494106	0.0895666
0.670313	0.605208	0.486016	0.0848919
0.557813	0.4375	0.46579	0.14099
0.486719	0.466667	0.473145	0.190543
0.307031	0.533333	0.481603	0.301804
0.240625	0.559375	0.486384	0.337333
0.227344	0.563542	0.484545	0.343878
0.219531	0.382292	0.45439	0.326113
0.227344	0.36875	0.451448	0.323308
0.264844	0.329167	0.447771	0.28965
0.33125	0.333333	0.447771	0.254121
0.38125	0.325	0.447771	0.221397
0.440625	0.370833	0.452551	0.191478
0.554688	0.361458	0.452551	0.124161
0.752344	0.376042	0.452551	0.049363
0.765625	0.364583	0.452551	0.0372086
0.867951	0.414583	0.452919	2.48223e-05
0.86127	0.489335	0.467996	2.48223e-05
0.857762	0.577083	0.475351	2.48223e-05
0.850847	0.630208	0.484545	2.48223e-05
0.841406	0.642708	0.487854	0.00728964
0.782812	0.707292	0.498519	0.0353387
0.689062	0.752083	0.506977	0.0867618
0.598437	0.732292	0.508448	0.128835
0.494531	0.71875	0.509184	0.188673
0.414062	0.697917	0.509184	0.238226
0.350781	0.707292	0.509184	0.283105
0.294531	0.679167	0.509184	0.317698
0.235156	0.68125	0.508816	0.350422
0.216406	0.589583	0.490796	0.354162
0.223438	0.517708	0.477558	0.342008
0.251563	0.480208	0.469835	0.320504
