100, 0.1401458
200, 0.0526834
300, 0.0252259
400, 0.0141766
500, 0.0088661
600, 0.0059529
700, 0.0041896
800, 0.0030438
900, 0.0022614
1000, 0.0017082
1100, 0.0013077
1200, 0.0010124
1300, 0.0007920
1400, 0.0006256
1500, 0.0004990
1600, 0.0004020
1700, 0.0003273
1800, 0.0002693
1900, 0.0002242
2000, 0.0001890
2100, 0.0001613
2200, 0.0001395
2300, 0.0001223
2400, 0.0001087
2500, 0.0000978
2600, 0.0000892
2700, 0.0000823
2800, 0.0000768
2900, 0.0000723
3000, 0.0000688
3100, 0.0000659
3200, 0.0000636
3300, 0.0000617
3400, 0.0000602
3500, 0.0000589
3600, 0.0000579
3700, 0.0000571
3800, 0.0000565
3900, 0.0000559
4000, 0.0000555
4100, 0.0000551
4200, 0.0000548
4300, 0.0000545
4400, 0.0000543
4500, 0.0000542
4600, 0.0000540
4700, 0.0000539
4800, 0.0000538
4900, 0.0000537
5000, 0.0000537
5100, 0.0000536
5200, 0.0000536
5300, 0.0000535
5400, 0.0000535
5500, 0.0000535
5600, 0.0000535
5700, 0.0000534
5800, 0.0000534
5900, 0.0000534
